net,length_um
_17515_,19.35
_00273_,19.34
_00519_,19.34
_04280_,19.34
_05579_,19.34
_05915_,19.34
_14592_,19.34
_16664_,19.34
_17125_,19.34
_18593_,19.34
_25010_,19.34
net516,19.34
_07649_,19.33
_01552_,19.32
_04272_,19.32
_04466_,19.32
_08739_,19.32
_09489_,19.32
_10294_,19.32
_17961_,19.32
_20950_,19.32
_23196_,19.32
net179,19.32
net245,19.32
_14982_,19.315
_18092_,19.31
net1123,19.305
_07265_,19.3
_14124_,19.3
_14191_,19.3
_18094_,19.3
_19115_,19.3
_19362_,19.3
_20302_,19.3
_21160_,19.3
_24161_,19.3
_24293_,19.3
_25293_,19.3
_25393_,19.3
_11300_,19.29
_19485_,19.29
_01994_,19.28
_02134_,19.28
_02492_,19.28
_04039_,19.28
_04519_,19.28
_05815_,19.28
_12092_,19.28
_13836_,19.28
_16400_,19.28
_21468_,19.28
_23460_,19.28
_23613_,19.28
_25288_,19.28
net101,19.28
_12947_,19.27
_05952_,19.26
_12287_,19.26
_12744_,19.26
_14400_,19.26
_17604_,19.26
_17974_,19.26
_12770_,19.25
net889,19.245
_02768_,19.24
_03342_,19.24
_03737_,19.24
_04595_,19.24
_04991_,19.24
_13384_,19.24
_14240_,19.24
_15147_,19.24
_20668_,19.24
_22778_,19.24
_23397_,19.24
_23423_,19.24
_24047_,19.24
net135,19.24
_05766_,19.22
_06941_,19.22
_07248_,19.22
_07653_,19.22
_07741_,19.22
_11089_,19.22
_12653_,19.22
_16179_,19.22
_18127_,19.22
_22393_,19.22
_05918_,19.215
_08703_,19.21
_08352_,19.2
_14874_,19.2
_16931_,19.2
_21197_,19.2
_23332_,19.2
_23956_,19.2
_13623_,19.19
_02916_,19.18
_03790_,19.18
_06221_,19.18
_07140_,19.18
_07225_,19.18
_10133_,19.18
_10621_,19.18
_13518_,19.18
_23233_,19.18
_23320_,19.18
_23522_,19.18
_06863_,19.16
_09464_,19.16
_09771_,19.16
_10522_,19.16
_11627_,19.16
_14613_,19.16
_15482_,19.16
_17307_,19.16
_19168_,19.16
_21579_,19.16
_22678_,19.16
_24005_,19.16
_24124_,19.16
_14036_,19.15
_06286_,19.14
_07049_,19.14
_14177_,19.14
_15688_,19.14
_19744_,19.14
_24259_,19.14
_25267_,19.14
net468,19.14
_00429_,19.12
_02777_,19.12
_08187_,19.12
_09235_,19.12
_09387_,19.12
_10776_,19.12
_11015_,19.12
_11717_,19.12
_12864_,19.12
_15819_,19.12
_16355_,19.12
_19702_,19.12
net488,19.12
_13043_,19.115
_24010_,19.115
net712,19.105
net1129,19.105
_00584_,19.1
_09627_,19.1
_15279_,19.1
_15387_,19.1
_16344_,19.1
_17373_,19.1
_22498_,19.1
_24363_,19.1
_02010_,19.08
_02241_,19.08
_06484_,19.08
_13307_,19.08
_13942_,19.08
_17129_,19.08
_19433_,19.08
_21105_,19.08
_03809_,19.075
_22066_,19.07
_00687_,19.06
_02141_,19.06
_04788_,19.06
_08698_,19.06
_16840_,19.06
_17873_,19.06
_18541_,19.06
_25154_,19.06
_25418_,19.06
net497,19.06
_02005_,19.05
_02543_,19.04
_02558_,19.04
_08363_,19.04
_08455_,19.04
_09276_,19.04
_10275_,19.04
_14422_,19.04
_15435_,19.04
_17227_,19.04
_17556_,19.04
_17625_,19.04
_20648_,19.04
_24208_,19.04
delay_line\[33\]\[12\],19.04
_01326_,19.035
_02362_,19.02
_04021_,19.02
_04349_,19.02
_08507_,19.02
_10457_,19.02
_14654_,19.02
_15907_,19.02
_17023_,19.02
_21416_,19.02
_22934_,19.02
_23278_,19.02
net272,19.02
_07262_,19.01
_20270_,19.01
_02269_,19
_02758_,19
_03308_,19
_03639_,19
_06573_,19
_12691_,19
_14192_,19
_18261_,19
_05372_,18.995
_01381_,18.98
_02593_,18.98
_06896_,18.98
_09890_,18.98
_16394_,18.98
_17726_,18.98
_19593_,18.98
_22107_,18.98
_00187_,18.96
_05761_,18.96
_06199_,18.96
_10001_,18.96
_16893_,18.96
_17168_,18.96
_22348_,18.96
_22411_,18.96
_19606_,18.945
_05514_,18.94
_09854_,18.94
_11552_,18.94
_12949_,18.94
_14571_,18.94
_19072_,18.94
_21609_,18.94
_23371_,18.94
net541,18.94
_00156_,18.92
_03224_,18.92
_03715_,18.92
_13419_,18.92
_15315_,18.92
_22087_,18.92
_22652_,18.92
_23275_,18.92
_24322_,18.92
net471,18.92
_07452_,18.9
_09493_,18.9
_13750_,18.9
_20883_,18.9
_23552_,18.9
_24896_,18.9
net978,18.885
_00683_,18.88
_03217_,18.88
_04674_,18.88
_10470_,18.88
_10790_,18.88
_11802_,18.88
_12440_,18.88
_12926_,18.88
_13692_,18.88
_13973_,18.88
_15785_,18.88
_17389_,18.88
_19643_,18.88
_22148_,18.88
_22431_,18.88
_01960_,18.875
_10532_,18.875
_06347_,18.87
_09631_,18.87
_19839_,18.87
_02318_,18.86
_03709_,18.86
_04038_,18.86
_08856_,18.86
_10489_,18.86
_11091_,18.86
_11387_,18.86
_16225_,18.86
_16826_,18.86
_17997_,18.86
_18251_,18.86
_19037_,18.86
_19525_,18.86
_20615_,18.86
_21970_,18.86
_23885_,18.86
_24552_,18.86
_00478_,18.84
_09359_,18.84
_11990_,18.84
_14740_,18.84
_14862_,18.84
_17459_,18.84
_19562_,18.84
_21471_,18.84
_06521_,18.83
_07875_,18.83
_00184_,18.82
_07379_,18.82
_08709_,18.82
_09578_,18.82
_10017_,18.82
_15146_,18.82
_20112_,18.82
_21759_,18.82
_23614_,18.82
_23867_,18.82
_02038_,18.815
_14077_,18.815
_04496_,18.8
_07396_,18.8
_11255_,18.8
_12578_,18.8
_16767_,18.8
net539,18.8
_00309_,18.78
_01108_,18.78
_07765_,18.78
_08508_,18.78
_08801_,18.78
_11200_,18.78
_11254_,18.78
_11827_,18.78
_14476_,18.78
_16638_,18.78
_20278_,18.78
_23349_,18.78
_14404_,18.775
_12528_,18.77
_19521_,18.77
_11886_,18.765
_01956_,18.76
_02529_,18.76
_06251_,18.76
_09313_,18.76
_20037_,18.76
_22504_,18.76
clknet_leaf_140_clk,18.76
net970,18.76
_22712_,18.75
_04167_,18.74
_05075_,18.74
_05393_,18.74
_05852_,18.74
_07710_,18.74
_08870_,18.74
_12336_,18.74
_13498_,18.74
_18253_,18.74
_19686_,18.74
_20396_,18.74
_24530_,18.74
_24972_,18.74
net587,18.74
_01236_,18.72
_06156_,18.72
_13985_,18.72
_17712_,18.72
_18666_,18.72
_19068_,18.72
_23138_,18.72
_21214_,18.715
_14053_,18.71
_01673_,18.7
_05404_,18.7
_06945_,18.7
_07065_,18.7
_08761_,18.7
_10368_,18.7
_10530_,18.7
_11698_,18.7
_12334_,18.7
_20408_,18.7
_22168_,18.7
clknet_leaf_98_clk,18.7
_15474_,18.695
_05523_,18.69
_02064_,18.68
_07954_,18.68
_12072_,18.68
_15289_,18.68
_16540_,18.68
_18311_,18.68
_19720_,18.68
_22306_,18.68
_00357_,18.66
_03200_,18.66
_03219_,18.66
_05341_,18.66
_06292_,18.66
_07859_,18.66
_08586_,18.66
_09485_,18.66
_10374_,18.66
_12650_,18.66
_13866_,18.66
_14171_,18.66
_15725_,18.66
_17835_,18.66
_17948_,18.66
_19906_,18.66
_20126_,18.66
_22932_,18.66
_24771_,18.66
_01020_,18.64
_06545_,18.64
_19215_,18.64
_19423_,18.64
_20080_,18.64
_20423_,18.64
_22241_,18.64
net337,18.64
net496,18.64
_01277_,18.62
_02323_,18.62
_02452_,18.62
_06348_,18.62
_06793_,18.62
_07647_,18.62
_09034_,18.62
_10156_,18.62
_11109_,18.62
_11177_,18.62
_12801_,18.62
_17283_,18.62
_17848_,18.62
_22756_,18.62
_22985_,18.62
_07253_,18.61
_22065_,18.61
_03321_,18.605
_04364_,18.6
_06239_,18.6
_07297_,18.6
_08458_,18.6
_08560_,18.6
_11577_,18.6
_24345_,18.6
_00652_,18.58
_02131_,18.58
_05836_,18.58
_17351_,18.58
_20111_,18.58
_21031_,18.58
_21463_,18.58
_21525_,18.58
_23778_,18.58
_24004_,18.58
_25408_,18.58
delay_line\[40\]\[12\],18.58
_19025_,18.575
_04989_,18.57
_00520_,18.56
_04096_,18.56
_04667_,18.56
_11440_,18.56
_12017_,18.56
_12424_,18.56
_21645_,18.56
delay_line\[9\]\[12\],18.56
_04140_,18.555
_01605_,18.54
_02435_,18.54
_04336_,18.54
_05964_,18.54
_08557_,18.54
_11146_,18.54
_12531_,18.54
_16074_,18.54
_19390_,18.54
_00830_,18.52
_01101_,18.52
_04397_,18.52
_06297_,18.52
_09052_,18.52
_13468_,18.52
_16471_,18.52
_18912_,18.52
_24733_,18.52
_11657_,18.515
_00084_,18.5
_01176_,18.5
_03244_,18.5
_03392_,18.5
_04975_,18.5
_10531_,18.5
_11348_,18.5
_12217_,18.5
_19358_,18.5
_24155_,18.5
_24766_,18.5
_24778_,18.5
net232,18.5
_21945_,18.49
_01274_,18.48
_01310_,18.48
_03154_,18.48
_04851_,18.48
_05224_,18.48
_05907_,18.48
_10165_,18.48
_10343_,18.48
_16913_,18.48
_18130_,18.48
_22579_,18.48
_16920_,18.47
_24929_,18.47
_06253_,18.46
_07201_,18.46
_11625_,18.46
_11984_,18.46
_18233_,18.46
_19693_,18.46
_21137_,18.46
_22868_,18.46
_23137_,18.46
_23641_,18.46
_10453_,18.455
_01259_,18.44
_02471_,18.44
_04141_,18.44
_06464_,18.44
_08813_,18.44
_11840_,18.44
_12271_,18.44
_13470_,18.44
_14472_,18.44
_14994_,18.44
_15933_,18.44
_17017_,18.44
_17947_,18.44
_20655_,18.43
_00827_,18.42
_00946_,18.42
_01925_,18.42
_03636_,18.42
_04413_,18.42
_04910_,18.42
_06439_,18.42
_06860_,18.42
_07521_,18.42
_08194_,18.42
_13497_,18.42
_14708_,18.42
_16564_,18.42
_17294_,18.42
_18401_,18.42
_18964_,18.42
_21888_,18.42
net853,18.42
_02770_,18.4
_08894_,18.4
_13737_,18.4
_14666_,18.4
_15277_,18.4
_15313_,18.4
_16390_,18.4
_17819_,18.4
_18144_,18.4
_22968_,18.4
_04008_,18.38
_05184_,18.38
_06680_,18.38
_08596_,18.38
_16979_,18.38
_01154_,18.36
_03427_,18.36
_05107_,18.36
_05189_,18.36
_09908_,18.36
_10520_,18.36
_11123_,18.36
_12971_,18.36
_15204_,18.36
_16159_,18.36
_23971_,18.36
_24067_,18.36
_24676_,18.36
_25309_,18.36
clknet_leaf_82_clk,18.36
net506,18.36
_04578_,18.35
_09537_,18.34
_13115_,18.34
_13338_,18.34
_15051_,18.34
_16447_,18.34
_20766_,18.34
net207,18.34
_05256_,18.33
_07976_,18.33
_01319_,18.32
_03065_,18.32
_04086_,18.32
_05382_,18.32
_07877_,18.32
_09090_,18.32
_12625_,18.32
_13361_,18.32
_14650_,18.32
_17603_,18.32
_17626_,18.32
_20139_,18.32
_24787_,18.32
_04358_,18.3
_06309_,18.3
_11038_,18.3
_18847_,18.3
_20498_,18.3
_22879_,18.3
_22942_,18.3
_16917_,18.295
_03661_,18.28
_06159_,18.28
_10719_,18.28
_10835_,18.28
_14872_,18.28
_20717_,18.28
_22675_,18.28
_02422_,18.26
_02266_,18.255
_03644_,18.255
_25230_,18.255
_09110_,18.25
_14619_,18.245
_01647_,18.24
_02112_,18.24
_05851_,18.24
_08196_,18.24
_09253_,18.24
_10066_,18.24
_10741_,18.24
_12260_,18.24
_14014_,18.24
_18156_,18.24
_19363_,18.24
_19743_,18.24
_24275_,18.24
_24333_,18.24
_09083_,18.23
_12470_,18.23
_16939_,18.23
net664,18.225
_01675_,18.22
_03966_,18.22
_04954_,18.22
_08180_,18.22
_08550_,18.22
_12210_,18.22
_12759_,18.22
_14360_,18.22
_15263_,18.22
_00354_,18.215
_16046_,18.21
_01305_,18.2
_02073_,18.2
_02117_,18.2
_02120_,18.2
_02872_,18.2
_05173_,18.2
_05556_,18.2
_06069_,18.2
_09584_,18.2
_10703_,18.2
_10772_,18.2
_15003_,18.2
_15128_,18.2
_16895_,18.2
_17867_,18.2
_18861_,18.2
_06346_,18.185
_00320_,18.18
_00494_,18.18
_01618_,18.18
_09038_,18.18
_11671_,18.18
_19766_,18.18
_21244_,18.18
_23878_,18.18
_24472_,18.18
_03189_,18.16
_05900_,18.16
_11148_,18.16
_12652_,18.16
_24128_,18.16
_24417_,18.16
_06078_,18.15
net723,18.145
_04529_,18.14
_04895_,18.14
_10398_,18.14
_12828_,18.14
_18342_,18.14
_24711_,18.14
_08909_,18.13
_09982_,18.13
_00701_,18.12
_03908_,18.12
_04361_,18.12
_04792_,18.12
_06051_,18.12
_11185_,18.12
_14401_,18.12
_15116_,18.12
_15367_,18.12
_17933_,18.12
_18736_,18.12
_19178_,18.12
_19718_,18.12
_20268_,18.12
_20673_,18.12
_21725_,18.12
clknet_leaf_137_clk,18.12
_00017_,18.105
_00080_,18.1
_00166_,18.1
_04720_,18.1
_05098_,18.1
_06410_,18.1
_06461_,18.1
_08228_,18.1
_10125_,18.1
_14067_,18.1
_18567_,18.1
_19723_,18.1
_21166_,18.1
net223,18.1
_03941_,18.09
_03896_,18.08
_04610_,18.08
_06973_,18.08
_09185_,18.08
_09389_,18.08
_11025_,18.08
_15780_,18.08
_16556_,18.08
_17511_,18.08
_19000_,18.08
_19196_,18.08
_19218_,18.08
_20194_,18.08
_21182_,18.08
_21445_,18.08
_25184_,18.08
_04550_,18.06
_07811_,18.06
_16446_,18.06
_20419_,18.06
_23079_,18.06
delay_line\[33\]\[13\],18.06
_11708_,18.05
_06855_,18.04
_07827_,18.04
_09879_,18.04
_13722_,18.04
_18037_,18.04
_20710_,18.04
_19945_,18.03
_01642_,18.02
_04286_,18.02
_06327_,18.02
_06592_,18.02
_07296_,18.02
_08298_,18.02
_08490_,18.02
_08618_,18.02
_11942_,18.02
_13627_,18.02
_14278_,18.02
_17418_,18.02
_18132_,18.02
_21189_,18.02
_22644_,18.02
_25092_,18.02
_00464_,18
_00467_,18
_03743_,18
_06950_,18
_10359_,18
_11834_,18
_13528_,18
_14721_,18
_19101_,18
_20392_,18
_20474_,18
_20846_,18
_24799_,18
delay_line\[5\]\[11\],18
_00220_,17.995
_09758_,17.995
_13543_,17.99
net897,17.985
_00453_,17.98
_02056_,17.98
_03994_,17.98
_04187_,17.98
_06264_,17.98
_07833_,17.98
_14309_,17.98
_16946_,17.98
_20868_,17.98
_21369_,17.98
_21644_,17.98
_21965_,17.98
_23340_,17.98
_22344_,17.975
_02180_,17.96
_08577_,17.96
_09859_,17.96
_10814_,17.96
_13503_,17.96
_16807_,17.96
_19484_,17.96
_19933_,17.96
delay_line\[11\]\[6\],17.96
net867,17.96
_02901_,17.955
_08203_,17.95
_02097_,17.94
_02681_,17.94
_06131_,17.94
_10870_,17.94
_13240_,17.94
_14521_,17.94
_16964_,17.94
_20610_,17.94
_21730_,17.94
_23893_,17.94
_06094_,17.925
_03460_,17.92
_04690_,17.92
_09899_,17.92
_10089_,17.92
_15436_,17.92
_23688_,17.92
_24093_,17.915
_22064_,17.91
_00723_,17.9
_04402_,17.9
_05335_,17.9
_07400_,17.9
_07542_,17.9
_08763_,17.9
_10060_,17.9
_11399_,17.9
_14231_,17.9
_24476_,17.9
_25266_,17.9
net527,17.9
_01836_,17.88
_04671_,17.88
_08743_,17.88
_12337_,17.88
_16958_,17.88
_21224_,17.88
_21966_,17.88
_22590_,17.88
_01451_,17.86
_06542_,17.86
_07580_,17.86
_09611_,17.86
_14837_,17.86
_15963_,17.86
_16510_,17.86
_16957_,17.86
_19195_,17.86
_20703_,17.86
_22793_,17.86
_24734_,17.86
_22264_,17.85
_00418_,17.84
_01299_,17.84
_02505_,17.84
_02819_,17.84
_03771_,17.84
_06539_,17.84
_08530_,17.84
_09597_,17.84
_11405_,17.84
_15022_,17.84
_22626_,17.84
_10723_,17.835
_01015_,17.825
_05334_,17.82
_14247_,17.82
_19920_,17.82
_24797_,17.82
_24932_,17.82
_25300_,17.82
_06603_,17.8
_08053_,17.8
_08514_,17.8
_08683_,17.8
_18478_,17.8
_19041_,17.8
_20915_,17.8
_23631_,17.8
_24269_,17.8
net609,17.8
_10367_,17.795
_01209_,17.78
_01271_,17.78
_01588_,17.78
_01684_,17.78
_11921_,17.78
_12755_,17.78
_16691_,17.78
_16742_,17.78
_17935_,17.78
_18347_,17.78
_18902_,17.78
_19773_,17.78
_20093_,17.78
_21379_,17.78
_24036_,17.78
net186,17.78
_00223_,17.76
_01686_,17.76
_04446_,17.76
_11431_,17.76
_12043_,17.76
_12376_,17.76
_14900_,17.76
_19287_,17.76
_22044_,17.76
_00538_,17.74
_04244_,17.74
_05024_,17.74
_07851_,17.74
_10992_,17.74
_11869_,17.74
_14937_,17.74
_18056_,17.74
_19191_,17.74
_20252_,17.74
_21131_,17.74
_21325_,17.74
_22520_,17.74
_14641_,17.72
_22832_,17.72
_08835_,17.715
_12265_,17.715
_05048_,17.705
_02427_,17.7
_04688_,17.7
_07142_,17.7
_12254_,17.7
_15072_,17.7
_15104_,17.7
_15838_,17.7
_18110_,17.7
_18703_,17.7
_24470_,17.7
_24531_,17.7
delay_line\[11\]\[5\],17.7
_00089_,17.695
_00774_,17.68
_19305_,17.68
_21289_,17.68
_25197_,17.68
_18938_,17.67
_24800_,17.67
_02350_,17.66
_02633_,17.66
_06485_,17.66
_06981_,17.66
_11763_,17.66
_17287_,17.66
_17460_,17.66
_21066_,17.66
_23986_,17.66
_25323_,17.66
net151,17.66
_02618_,17.65
_12362_,17.65
_22153_,17.65
_02332_,17.645
_05492_,17.645
net400,17.645
_04163_,17.64
_04337_,17.64
_06515_,17.64
_06784_,17.64
_06861_,17.64
_09209_,17.64
_12806_,17.64
_17645_,17.64
_18255_,17.64
_21752_,17.64
_24802_,17.64
net736,17.64
_09745_,17.63
_00378_,17.62
_01539_,17.62
_02639_,17.62
_04921_,17.62
_07754_,17.62
_11445_,17.62
_11773_,17.62
_12085_,17.62
_12802_,17.62
_14927_,17.62
_17800_,17.62
_19134_,17.62
_19328_,17.62
_20590_,17.62
_20977_,17.62
_22335_,17.62
_13549_,17.615
_05031_,17.61
_15442_,17.61
_04002_,17.6
_07658_,17.6
_12428_,17.6
_14863_,17.6
_15818_,17.6
_16113_,17.6
_22035_,17.6
_25138_,17.6
_03710_,17.595
_10014_,17.595
_24936_,17.595
_02122_,17.58
_03299_,17.58
_03393_,17.58
_05206_,17.58
_05576_,17.58
_07111_,17.58
_12000_,17.58
_15692_,17.58
_19877_,17.58
_22958_,17.58
_23493_,17.58
net691,17.58
_07364_,17.575
_18529_,17.575
_00878_,17.57
_06367_,17.565
_02361_,17.56
_06649_,17.56
_11839_,17.56
_12592_,17.56
_19605_,17.56
_24657_,17.56
_15640_,17.555
_02508_,17.54
_02579_,17.54
_02766_,17.54
_02831_,17.54
_06940_,17.54
_10807_,17.54
_14362_,17.54
_15990_,17.54
_16521_,17.54
_22864_,17.54
_23620_,17.54
_23911_,17.54
_25273_,17.54
net783,17.54
_04571_,17.535
_15350_,17.53
_01395_,17.52
_02395_,17.52
_03507_,17.52
_05195_,17.52
_12282_,17.52
_12330_,17.52
_12702_,17.52
_14715_,17.52
_16811_,17.52
_17676_,17.52
_17839_,17.52
_20092_,17.52
_20235_,17.52
_23502_,17.52
_03419_,17.5
_07818_,17.5
_11030_,17.5
_13615_,17.5
_16276_,17.5
_18240_,17.5
_23711_,17.5
_22886_,17.49
_08487_,17.485
_00174_,17.48
_09893_,17.48
_10352_,17.48
_11688_,17.48
_14396_,17.48
_14484_,17.48
_17662_,17.48
_21280_,17.48
_23797_,17.48
net100,17.48
_18613_,17.475
_04902_,17.46
_06841_,17.46
_09559_,17.46
_10273_,17.46
_12115_,17.46
_18126_,17.46
_23871_,17.46
_25330_,17.46
_05566_,17.45
_01250_,17.44
_02163_,17.44
_04160_,17.44
_06609_,17.44
_14594_,17.44
_18679_,17.44
_18786_,17.44
_23650_,17.43
_02524_,17.42
_09334_,17.42
_12007_,17.42
_12238_,17.42
_12515_,17.42
_15023_,17.42
_16637_,17.42
_19060_,17.42
_22114_,17.42
_25019_,17.42
delay_line\[21\]\[12\],17.42
_05357_,17.415
_15835_,17.41
_02905_,17.4
_04914_,17.4
_05185_,17.4
_05892_,17.4
_06311_,17.4
_07623_,17.4
_10924_,17.4
_11674_,17.4
_11783_,17.4
_11811_,17.4
_16649_,17.4
_20827_,17.4
_21254_,17.4
_21534_,17.4
_02283_,17.395
_02827_,17.39
_00165_,17.38
_04621_,17.38
_08634_,17.38
_09981_,17.38
_11028_,17.38
_11462_,17.38
_14389_,17.38
_15490_,17.38
_18492_,17.38
_19299_,17.38
_24779_,17.38
_01580_,17.36
_07980_,17.36
_17112_,17.36
_17931_,17.36
_19156_,17.36
_20004_,17.36
_20337_,17.36
_21732_,17.36
_22108_,17.36
_22887_,17.36
_23374_,17.36
_24359_,17.36
net5,17.345
_04059_,17.34
_04101_,17.34
_08021_,17.34
_14895_,17.34
_24550_,17.34
_10460_,17.33
_01022_,17.32
_03740_,17.32
_04222_,17.32
_04281_,17.32
_04470_,17.32
_04765_,17.32
_05126_,17.32
_05417_,17.32
_05793_,17.32
_06490_,17.32
_08892_,17.32
_10232_,17.32
_10887_,17.32
_11864_,17.32
_12815_,17.32
_13536_,17.32
clknet_leaf_72_clk,17.32
_11437_,17.315
_01008_,17.3
_02282_,17.3
_09477_,17.3
_09955_,17.3
_11506_,17.3
_15968_,17.3
_16953_,17.3
_19988_,17.3
_21677_,17.3
_22610_,17.3
_25307_,17.3
delay_line\[5\]\[8\],17.3
_04406_,17.28
_04539_,17.28
_08270_,17.28
_09750_,17.28
_10247_,17.28
_15561_,17.28
_16837_,17.28
_17315_,17.28
_17345_,17.28
_23903_,17.28
net607,17.28
_03675_,17.275
_13577_,17.275
_04709_,17.265
_01734_,17.26
_03498_,17.26
_08201_,17.26
_11677_,17.26
_11920_,17.26
_13786_,17.26
_18237_,17.26
_20087_,17.26
_23709_,17.26
_25334_,17.26
_03671_,17.25
_23459_,17.245
_00380_,17.24
_02798_,17.24
_07245_,17.24
_07628_,17.24
_09871_,17.24
_11608_,17.24
_15596_,17.24
_19425_,17.24
_15551_,17.23
_18803_,17.23
_00149_,17.22
_01480_,17.22
_05792_,17.22
_07136_,17.22
_09560_,17.22
_18023_,17.22
_19009_,17.22
_20746_,17.22
_03237_,17.215
net490,17.21
_00651_,17.2
_00983_,17.2
_02091_,17.2
_03352_,17.2
_04770_,17.2
_12675_,17.2
_13133_,17.2
_15004_,17.2
_15857_,17.2
_17725_,17.2
_18011_,17.2
_21203_,17.2
_21987_,17.2
net210,17.2
net582,17.2
_03452_,17.18
_07463_,17.18
_08266_,17.18
_08367_,17.18
_09179_,17.18
_09728_,17.18
_10184_,17.18
_12303_,17.18
_17223_,17.18
_21020_,17.18
net1087,17.18
_01935_,17.16
_01988_,17.16
_07804_,17.16
_09664_,17.16
_10285_,17.16
_10363_,17.16
_12939_,17.16
_14416_,17.16
_15137_,17.16
_16547_,17.16
_17748_,17.16
_19151_,17.16
_19561_,17.16
_22473_,17.16
_15800_,17.15
_21213_,17.145
_00648_,17.14
_01391_,17.14
_05517_,17.14
_08542_,17.14
_12758_,17.14
_15185_,17.14
_15318_,17.14
_17271_,17.14
_19135_,17.14
_19999_,17.14
_21520_,17.14
_21859_,17.14
_22158_,17.14
_22165_,17.14
_22445_,17.14
_23483_,17.14
_02569_,17.13
_11513_,17.13
_03391_,17.12
_03841_,17.12
_07269_,17.12
_08742_,17.12
_08781_,17.12
_12037_,17.12
_17541_,17.12
_20224_,17.12
_24230_,17.12
delay_line\[2\]\[15\],17.12
_15517_,17.11
_23511_,17.105
_02937_,17.1
_04609_,17.1
_05159_,17.1
_07967_,17.1
_11881_,17.1
_12662_,17.1
net180,17.1
_05076_,17.08
_07868_,17.08
_08253_,17.08
_15154_,17.08
_19145_,17.08
_20429_,17.08
_22450_,17.08
_22654_,17.08
_23130_,17.08
_01518_,17.06
_01810_,17.06
_03230_,17.06
_03540_,17.06
_04356_,17.06
_04735_,17.06
_06912_,17.06
_12516_,17.06
_18274_,17.06
_19227_,17.06
_20900_,17.06
_22125_,17.06
_22660_,17.06
_23955_,17.06
_24708_,17.06
net577,17.06
_04983_,17.04
_10615_,17.04
_11681_,17.04
_13885_,17.04
_13975_,17.04
_14870_,17.04
_17588_,17.04
_17945_,17.04
_20910_,17.04
net190,17.04
net611,17.04
_12030_,17.035
_02659_,17.03
_00110_,17.02
_00295_,17.02
_01390_,17.02
_05336_,17.02
_07694_,17.02
_08464_,17.02
_09113_,17.02
_09444_,17.02
_10686_,17.02
_11129_,17.02
_11867_,17.02
_13282_,17.02
_16589_,17.02
delay_line\[8\]\[4\],17.02
clknet_leaf_35_clk,17.02
_07386_,17.01
_00944_,17
_05116_,17
_05843_,17
_07076_,17
_08178_,17
_13603_,17
_18792_,17
_21292_,17
_22010_,17
_23019_,17
net277,17
_01100_,16.98
_01950_,16.98
_05103_,16.98
_05201_,16.98
_07743_,16.98
_08434_,16.98
_08472_,16.98
_09456_,16.98
_11066_,16.98
_12107_,16.98
_12695_,16.98
_15327_,16.98
_17852_,16.98
_19932_,16.98
_20130_,16.98
_21393_,16.98
_22245_,16.98
_22728_,16.98
_22811_,16.98
_23473_,16.98
_23683_,16.98
_25147_,16.98
_04200_,16.97
_00888_,16.96
_03266_,16.96
_05123_,16.96
_11701_,16.96
_12529_,16.96
_13081_,16.96
_13689_,16.96
_22754_,16.96
_24022_,16.955
_00534_,16.94
_02674_,16.94
_03203_,16.94
_04152_,16.94
_06857_,16.94
_07203_,16.94
_07723_,16.94
_09024_,16.94
_11452_,16.94
_14186_,16.94
_15221_,16.94
_16026_,16.94
_09406_,16.92
_10632_,16.92
_15659_,16.92
_20985_,16.92
_24464_,16.92
_00225_,16.91
_00815_,16.91
_09461_,16.91
_04534_,16.9
_06149_,16.9
_06283_,16.9
_07222_,16.9
_08150_,16.9
_10564_,16.9
_14477_,16.9
_16448_,16.9
_19036_,16.9
_19343_,16.9
delay_line\[12\]\[13\],16.9
_08080_,16.89
_00629_,16.88
_09786_,16.88
_09794_,16.88
_10250_,16.88
_12508_,16.88
_15608_,16.88
_19802_,16.88
_24319_,16.88
_08144_,16.87
_02212_,16.86
_02384_,16.86
_02652_,16.86
_05043_,16.86
_05083_,16.86
_06179_,16.86
_06471_,16.86
_07538_,16.86
_09607_,16.86
_11776_,16.86
_12929_,16.86
_14190_,16.86
_16495_,16.86
_21484_,16.86
_22461_,16.86
_22612_,16.86
_07127_,16.85
net1022,16.845
_04078_,16.84
_08016_,16.84
_08558_,16.84
_10517_,16.84
_12589_,16.84
_21148_,16.84
_22171_,16.84
_22425_,16.84
_22595_,16.84
_22970_,16.84
_23910_,16.84
_25229_,16.84
clknet_leaf_135_clk,16.84
_06488_,16.82
_08309_,16.82
_09960_,16.82
_14088_,16.82
_15002_,16.82
_16259_,16.82
_16315_,16.82
_16695_,16.82
_22738_,16.82
_23498_,16.82
_24415_,16.82
_03918_,16.8
_05530_,16.8
_10918_,16.8
_11645_,16.8
_11787_,16.8
_12325_,16.8
_14841_,16.8
_16582_,16.8
_16859_,16.8
_18992_,16.8
_25090_,16.8
_08457_,16.795
_16005_,16.795
_16438_,16.785
_03287_,16.78
_04156_,16.78
_04182_,16.78
_04500_,16.78
_04791_,16.78
_05293_,16.78
_08333_,16.78
_08404_,16.78
_09917_,16.78
_11319_,16.78
_13821_,16.78
_13948_,16.78
_13967_,16.78
_14298_,16.78
_14867_,16.78
_19985_,16.78
_25252_,16.78
_18378_,16.775
_11525_,16.765
_00349_,16.76
_09911_,16.76
_10941_,16.76
_11860_,16.76
_18774_,16.76
_21038_,16.76
_22049_,16.76
_22395_,16.76
